1.522935924812405109e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935924842406034e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935924872399092e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935924912396193e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935924942404985e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935924972398043e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925013109684e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925042399168e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925072396994e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925112406731e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925142473459e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925172397852e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925212396145e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925242399216e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925272399426e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925312397480e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925342503309e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925372398138e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925412380934e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925442406416e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925472420216e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925512397051e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925543784142e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925584358931e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925612436533e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925642397881e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925672585964e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925712399960e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925742397547e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925772400379e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925812396049e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925842396021e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925872398853e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925912398100e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925942399502e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935925972395897e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926012581587e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926042587042e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926072397947e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926112398386e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926142398119e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926172400475e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926212399006e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926242396593e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926272396564e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926312526226e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926345741272e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926372402430e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926413163424e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926443741322e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926512399197e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926542400360e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926572416067e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926613891602e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926642417192e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926672412395e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926712399721e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926742429018e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926772396088e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926812399149e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926842396736e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926872400522e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926912397385e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926942413568e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935926972445250e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935927012398243e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935927042405128e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935927072400093e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935927112397671e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935927142401695e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935927172396660e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935927212396145e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935927242400408e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935927272407532e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935927312400103e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935927342397451e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935927372416735e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935927412397385e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935927442409277e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935927472397327e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935927512403488e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.522935927542359352e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
