3.857790870208357425e-01,5.701782181369408065e-03,-3.325227131795447377e-01,9.241349337622084548e-02,-5.362305858101823475e-02,-6.691227296662289881e-01,-5.327176124565008442e-02,7.153416152362552793e-01
2.900219349157850957e-01,4.735832244696780435e-02,-3.138946982076618042e-01,7.464504549261619104e-03,5.767732602851083357e-02,-7.022870233415119401e-01,-5.815197762842672091e-03,6.518253327755587634e-01
3.187170814780984074e-01,4.610751922768940858e-04,-2.656387317940698267e-01,-1.417202930952043971e-03,-1.276083960033247422e-02,-7.068168000369041692e-01,9.799359428484422097e-03,7.449172414402482900e-01
2.921868110552168218e-01,7.853872462135313981e-03,-2.890151345678191319e-01,-2.002523307237424888e-02,2.129369944168502116e-02,-6.871726853050859063e-01,2.224515424040873768e-02,6.927341424998303410e-01
3.232569243800753611e-01,1.002863891176275501e-02,-2.134911073077319088e-01,-1.659609516173077282e-02,7.041103412029769970e-02,-7.292065243015031228e-01,6.259103901834350836e-02,6.536954056914510147e-01
2.165578883004855015e-01,5.479009540863444272e-02,-2.039436291756828723e-01,9.058315913171099965e-02,3.868812340078875422e-02,-7.104841149969161052e-01,3.289939762225913000e-03,7.409086432467120176e-01
2.457023358438163996e-01,2.887254221218427119e-02,-1.974273914466948554e-01,1.090333981483126990e-01,4.179209952326345956e-02,-7.024521958132936561e-01,1.049635397907877632e-02,7.206738585505263472e-01
3.428497153390708263e-01,-5.647960190060530294e-02,-1.536162604842274959e-01,1.767935889074578881e-02,9.275389878530404530e-02,-6.957225990370261570e-01,6.903716571764562104e-02,7.468879468001432542e-01
3.006490014686278300e-01,3.292312870325986296e-02,-2.787661600066257961e-01,-8.866630691045429558e-03,1.285145621850460884e-01,-5.967895026799396874e-01,1.249150213338907633e-01,6.741523619775762199e-01
6.888441306455206359e-01,-1.137359429740172345e-01,-3.649051319755471923e-01,1.687558279081713408e-02,4.752372200146055548e-01,-4.543706091790227219e-01,4.968129572032466967e-01,5.116767527611045807e-01
1.096231725836332771e+00,-3.009746871248353273e-01,-3.079940094094126835e-01,4.416018522697413573e-01,6.248477767285294249e-01,-2.057054770207287220e-01,6.722431128200696548e-01,2.470562383914511884e-01
1.397004537018801784e+00,-1.543818002428452019e-01,-3.760397508592632221e-01,6.894289955598651432e-01,6.362388199522683863e-01,-1.056905757382082811e-01,6.362283984603891440e-01,1.610866943883593194e-02
1.649482505177729763e+00,-2.270322598656093760e-01,-4.432342824898114486e-01,9.943315758064272813e-01,6.712339416335453279e-01,-3.764331658157971106e-02,7.513812680131195521e-01,3.681928561672975775e-02
