1.238942132783673600e-01,1.238942132783673600e-01,1.238942132783673600e-01,1.238942132783673600e-01,1.238942132783673600e-01,1.238942132783673600e-01,1.238942132783673600e-01,1.238942132783673600e-01
1.230470990709306989e-01,1.230470990709306989e-01,1.230470990709306989e-01,1.230470990709306989e-01,1.230470990709306989e-01,1.230470990709306989e-01,1.230470990709306989e-01,1.230470990709306989e-01
1.227201486121600738e-01,1.227201486121600738e-01,1.227201486121600738e-01,1.227201486121600738e-01,1.227201486121600738e-01,1.227201486121600738e-01,1.227201486121600738e-01,1.227201486121600738e-01
1.226272306149667202e-01,1.226272306149667202e-01,1.226272306149667202e-01,1.226272306149667202e-01,1.226272306149667202e-01,1.226272306149667202e-01,1.226272306149667202e-01,1.226272306149667202e-01
1.226228273742435704e-01,1.226228273742435704e-01,1.226228273742435704e-01,1.226228273742435704e-01,1.226228273742435704e-01,1.226228273742435704e-01,1.226228273742435704e-01,1.226228273742435704e-01
1.226304802719937470e-01,1.226304802719937470e-01,1.226304802719937470e-01,1.226304802719937470e-01,1.226304802719937470e-01,1.226304802719937470e-01,1.226304802719937470e-01,1.226304802719937470e-01
1.228130000098417440e-01,1.228130000098417440e-01,1.228130000098417440e-01,1.228130000098417440e-01,1.228130000098417440e-01,1.228130000098417440e-01,1.228130000098417440e-01,1.228130000098417440e-01
1.230563634733243816e-01,1.230563634733243816e-01,1.230563634733243816e-01,1.230563634733243816e-01,1.230563634733243816e-01,1.230563634733243816e-01,1.230563634733243816e-01,1.230563634733243816e-01
1.319558855871036940e-01,1.319558855871036940e-01,1.319558855871036940e-01,1.319558855871036940e-01,1.319558855871036940e-01,1.319558855871036940e-01,1.319558855871036940e-01,1.319558855871036940e-01
8.572833091384381987e-01,8.572833091384381987e-01,8.572833091384381987e-01,8.572833091384381987e-01,8.572833091384381987e-01,8.572833091384381987e-01,8.572833091384381987e-01,8.572833091384381987e-01
1.884765652579289963e+00,1.884765652579289963e+00,1.884765652579289963e+00,1.884765652579289963e+00,1.884765652579289963e+00,1.884765652579289963e+00,1.884765652579289963e+00,1.884765652579289963e+00
2.287837309349015413e+00,2.287837309349015413e+00,2.287837309349015413e+00,2.287837309349015413e+00,2.287837309349015413e+00,2.287837309349015413e+00,2.287837309349015413e+00,2.287837309349015413e+00
2.533900451179306401e+00,2.533900451179306401e+00,2.533900451179306401e+00,2.533900451179306401e+00,2.533900451179306401e+00,2.533900451179306401e+00,2.533900451179306401e+00,2.533900451179306401e+00
