4.532820773924033375e-01,7.132800333435440621e-02,-1.252119565673059931e-02,9.909933738634595368e-01,-3.645182014651027202e-04,-6.192973841637596788e-01,-2.535912936217599167e-02,7.052468921569368110e-01
3.503953880882804128e-01,-4.299145561333261867e-03,1.158614873003216417e-02,9.800576131625859944e-01,2.518743032091208534e-02,-6.438836299168428923e-01,-1.398507789814118496e-02,7.757467821763128768e-01
3.459515933646173380e-01,-5.646308165580649074e-02,1.012872457323510389e-02,9.057658817702645138e-01,6.544717145231970790e-03,-6.424428358747604761e-01,-6.162706359589265048e-04,7.384575385937353076e-01
3.713442925342747003e-01,-1.312010191099943768e-02,-2.199827667982390267e-02,9.929124056627642858e-01,-2.884472609130739329e-02,-7.422692121246541319e-01,-2.633374889580863965e-02,7.046820679669565379e-01
2.439075158971775181e-01,9.135942855664325180e-03,-3.745443753336985537e-02,1.076564268660149537e+00,2.180103613966366538e-03,-7.164261848546402689e-01,-6.287179389022412579e-02,6.886767209520314736e-01
1.876401648372052477e-01,-1.953360079141930328e-03,3.772867492216391838e-03,9.101391632694912914e-01,-7.594035435204204987e-02,-7.035818095722561338e-01,5.531771947681818347e-02,6.948333157438639773e-01
9.783239667683574226e-02,2.026519047944930207e-02,-1.139210638500571804e-01,-1.128361246574058896e-01,3.570472515411893255e-02,-6.609188756445973922e-01,-9.114348712785158568e-03,7.653604346463680486e-01
1.350266874229646419e-01,2.532923311036938685e-02,-1.765318661311994219e-01,-1.738843258279985093e-01,1.117421789072068350e-01,-8.164556122540034266e-01,-8.603626025285393553e-02,9.731068967051896834e-01
2.520492508991196701e-01,1.269244191848883929e-02,-1.465928580598756525e-01,4.053719619053026690e-01,6.782923280240993336e-02,-1.067506130248148111e+00,-6.358344634668355866e-02,1.193192837807600881e+00
3.134794261123943215e-01,8.996076640869432595e-03,-1.444749126144415641e-01,6.475383227270867792e-01,5.222158601009141421e-02,-1.240663500349910464e+00,-5.491192457498073054e-02,1.362668587694884081e+00
3.510090150458609060e-01,9.512476965028326958e-03,-1.586003712677666044e-01,7.368668742324189225e-01,5.571159468684072635e-02,-1.382059431675315864e+00,-5.936680165063989989e-02,1.515798068202116156e+00
3.861936843292141930e-01,1.044865936046335264e-02,-1.743997227358704549e-01,8.110940311023568938e-01,6.120951894274639926e-02,-1.520375003654180546e+00,-6.525083511951379478e-02,1.667430165690916510e+00
4.213031366930408694e-01,1.139836895663393079e-02,-1.902535617887224362e-01,8.848358922116403846e-01,6.677319692073524493e-02,-1.658592135937624334e+00,-7.118213509022552898e-02,1.819015305631978663e+00
