,x,y,z,hand,qx,qy,qz,qw,power_x_raw,power_y_raw,power_z_raw,power_raw,power_x,power_y,power_z,power,time
0,-0.346236580662252,1.171238006729408,0.67562789756015,1.0,0.5212748584945599,-0.4773280214708281,0.5217233394026571,0.4777397188247603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522664879.03358
1,-0.346236580662252,1.171238006729408,0.67562789756015,1.0,0.5212748584945599,-0.4773280214708281,0.5217233394026571,0.4777397188247603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522664879.046411
2,-0.346236580662252,1.171238006729408,0.67562789756015,1.0,0.5212748584945599,-0.4773280214708281,0.5217233394026571,0.4777397188247603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522664879.058391
3,-0.346236580662252,1.171238006729408,0.67562789756015,1.0,0.5212748584945599,-0.4773280214708281,0.5217233394026571,0.4777397188247603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522664879.082294
4,-0.346236580662252,1.171238006729408,0.67562789756015,1.0,0.5212748584945599,-0.4773280214708281,0.5217233394026571,0.4777397188247603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522664879.098406
5,-0.346236580662252,1.171238006729408,0.67562789756015,1.0,0.5212748584945599,-0.4773280214708281,0.5217233394026571,0.4777397188247603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522664879.106411
6,-0.346236580662252,1.171238006729408,0.67562789756015,1.0,0.5212748584945599,-0.4773280214708281,0.5217233394026571,0.4777397188247603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522664879.112286
7,-0.346236580662252,1.171238006729408,0.67562789756015,1.0,0.5212748584945599,-0.4773280214708281,0.5217233394026571,0.4777397188247603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522664879.122259
8,-0.346236580662252,1.171238006729408,0.67562789756015,1.0,0.5212748584945599,-0.4773280214708281,0.5217233394026571,0.4777397188247603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522664879.132308
9,-0.346236580662252,1.171238006729408,0.67562789756015,1.0,0.5212748584945599,-0.4773280214708281,0.5217233394026571,0.4777397188247603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522664879.14268
10,-0.346236580662252,1.171238006729408,0.67562789756015,1.0,0.5212748584945599,-0.4773280214708281,0.5217233394026571,0.4777397188247603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522664879.152302
11,-0.346236580662252,1.171238006729408,0.67562789756015,1.0,0.5212748584945599,-0.4773280214708281,0.5217233394026571,0.4777397188247603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522664879.162297
12,-0.346236580662252,1.171238006729408,0.67562789756015,1.0,0.5212748584945599,-0.4773280214708281,0.5217233394026571,0.4777397188247603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522664879.172357
13,-0.346236580662252,1.171238006729408,0.67562789756015,1.0,0.5212748584945599,-0.4773280214708281,0.5217233394026571,0.4777397188247603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522664879.192374
14,-0.346236580662252,1.171238006729408,0.67562789756015,1.0,0.5212748584945599,-0.4773280214708281,0.5217233394026571,0.4777397188247603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522664879.202409
